School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
"University of California, Berkeley",Professor,450,2003,Mathematical logic and foundations,,Logic
"University of California, Berkeley",Professor,1489,1965,Manifolds and cell complexes,,Geometry
"University of California, Berkeley",Professor,496,1994,Manifolds and cell complexes,Algebraic geometry,Geometry
"University of California, Berkeley",Professor,800,1998,Manifolds and cell complexes,Group theory and generalizations,Geometry
"University of California, Berkeley",Professor,319,1996,Linear and multilinear algebra; matrix theory,,Algebra
"University of California, Berkeley",Professor,215,1975,"Global analysis, analysis on manifolds",,PDE
"University of California, Berkeley",Professor,463,1982,"Global analysis, analysis on manifolds",,PDE
"University of California, Berkeley",Professor,3190,1985,"Global analysis, analysis on manifolds",Partial differential equations,PDE
"University of California, Berkeley",Professor,3215,1963,Functional analysis,,Harmonic analysis
"University of California, Berkeley",Professor,4545,1966,Functional analysis,,Harmonic analysis
"University of California, Berkeley",Professor,3267,1982,Fourier analysis,,Harmonic analysis
"University of California, Berkeley",Professor,1069,1992,Fluid mechanics,Partial differential equations,Applied Math
"University of California, Berkeley",Professor,1859,1980,Differential geometry,Algebraic geometry,Geometry
"University of California, Berkeley",Professor,1849,1983,Differential geometry,,Geometry
"University of California, Berkeley",Professor,736,1987,Differential geometry,,Geometry
"University of California, Berkeley",Professor,667,1994,Differential geometry,,Geometry
"University of California, Berkeley",Professor,739,1996,Differential geometry,,Geometry
"University of California, Berkeley",Professor,346,1997,Differential geometry,Algebraic geometry,Geometry
"University of California, Berkeley",Professor,3016,1959,Computer science,,Computer Science
"University of California, Berkeley",Professor,1241,1995,Computer science,,Computer Science
"University of California, Berkeley",Professor,7276,1969,Commutative rings and algebras,,Algebra
"University of California, Berkeley",Professor,8207,1986,Commutative rings and algebras,,Algebra
"University of California, Berkeley",Professor,782,1996,Combinatorics,,Combinatorics
"University of California, Berkeley",Professor,853,1998,Combinatorics,,Combinatorics
"University of California, Berkeley",Professor,1530,1984,Combinatorics,,Combinatorics
"University of California, Berkeley",Professor,1275,1957,Associative rings and algebras,,Algebra
"University of California, Berkeley",Professor,527,1961,Algebraic geometry,,Algebraic Geometry
"University of California, Berkeley",Professor,867,2001,Algebraic geometry,,Algebraic Geometry
"University of California, Davis",Professor,2138,1977,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Davis",Professor,828,1985,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Davis",Professor,257,1996,Quantum Theory,,Mathematical Physics
"University of California, Davis",Professor,303,1986,Probability theory and stochastic processes,,Probability
"University of California, Davis",Professor,1061,1993,Probability theory and stochastic processes,,Probability
"University of California, Davis",Professor,661,1994,Probability theory and stochastic processes,,Probability
"University of California, Davis",Professor,234,1999,Probability theory and stochastic processes,,Probability
"University of California, Davis",Professor,336,1999,Probability theory and stochastic processes,,Probability
"University of California, Davis",Professor,232,2003,Partial differential equations,,PDE
"University of California, Davis",Professor,64,1994,Partial differential equations,,PDE
"University of California, Davis",Professor,1602,1994,Partial differential equations,,PDE
"University of California, Davis",Professor,1004,1980,Partial differential equations,,PDE
"University of California, Davis",Professor,1155,1982,Partial differential equations,,PDE
"University of California, Davis",Professor,52,1998,Ordinary differential equations,Biology and other natural sciences,Analysis
"University of California, Davis",Professor,181,1996,"Operations research, mathematical programming",,Applied Math
"University of California, Davis",Professor,330,2001,"Operations research, mathematical programming",,Applied Math
"University of California, Davis",Professor,1302,1982,Numerical analysis,,Computer Science
"University of California, Davis",Professor,860,1988,Numerical analysis,,Computer Science
"University of California, Davis",Professor,969,1994,Nonassociative rings and algebras,,Algebra
"University of California, Davis",Professor,9,1992,Mechanics of particles and systems,,Mathematical Physics
"University of California, Davis",Professor,204,2002,Mechanics of deformable solids,,Applied Math
"University of California, Davis",Professor,542,1986,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,395,1993,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,41,2004,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,14,1972,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,645,1981,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,1317,1986,Manifolds and cell complexes,,Geometry
"University of California, Davis",Professor,252,1999,Group theory and generalizations,,Group theory
"University of California, Davis",Professor,104,2000,Geophysics ,,Applied Math
"University of California, Davis",Professor,1340,1995,Fourier analysis,Information and communication circuits,Harmonic analysis
"University of California, Davis",Professor,494,1987,Fluid mechanics,,Applied Math
"University of California, Davis",Professor,1225,1990,Convex and discrete geometry,Combinatorics,Geometry
"University of California, Davis",Professor,973,1995,Convex and discrete geometry,,Geometry
"University of California, Davis",Professor,576,1994,Combinatorics,,Combinatorics
"University of California, Davis",Professor,28,2000,Biology and other natural sciences,,Applied Math
"University of California, Davis",Professor,535,1979,Algebraic geometry,,Algebraic Geometry
"University of California, Irvine",Professor,106,2004,Systems theory; control,,Applied Math
"University of California, Irvine",Professor,1777,1972,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Irvine",Professor,511,1985,Several complex variables and analytic spaces,,Complex Analysis
"University of California, Irvine",Professor,502,1989,Several complex variables and analytic spaces,,Complex Analysis
"University of California, Irvine",Professor,571,1980,Probability theory and stochastic processes,,Probability
"University of California, Irvine",Professor,1729,1997,Probability theory and stochastic processes,,Probability
"University of California, Irvine",Professor,200,1999,Partial differential equations,,PDE
"University of California, Irvine",Professor,1474,1990,Partial differential equations,,PDE
"University of California, Irvine",Professor,181,1995,Partial differential equations,,PDE
"University of California, Irvine",Professor,358,2004,Partial differential equations,,PDE
"University of California, Irvine",Professor,1242,1990,Operator theory,,Harmonic analysis
"University of California, Irvine",Professor,965,1978,Operator theory,Partial differential equations,Harmonic analysis
"University of California, Irvine",Professor,1975,1996,Numerical analysis,,Computer Science
"University of California, Irvine",Professor,668,2004,Numerical analysis,,Computer Science
"University of California, Irvine",Professor,1063,1982,Number theory,,Number theory
"University of California, Irvine",Professor,891,1980,Mathematical logic and foundations,,Logic
"University of California, Irvine",Professor,197,1992,Mathematical logic and foundations,,Logic
"University of California, Irvine",Professor,6827,1975,"Global analysis, analysis on manifolds",,PDE
"University of California, Irvine",Professor,1079,1996,"Game theory, economics, social and behavioral sciences",Partial differential equations,Applied Math
"University of California, Irvine",Professor,2830,1988,Fluid mechanics,,Applied Math
"University of California, Irvine",Professor,403,1996,Dynamical systems and ergodic theory,,Dynamics
"University of California, Irvine",Professor,774,1999,Differential geometry,,Geometry
"University of California, Irvine",Professor,331,2007,Differential geometry,,Geometry
"University of California, Irvine",Professor,233,1995,Biology and other natural sciences,,Applied Math
"University of California, Irvine",Professor,499,1995,Biology and other natural sciences,,Applied Math
"University of California, Irvine",Professor,200,1995,Algebraic geometry,,Algebraic Geometry
"University of California, Los Angeles",Professor,1182,1981,Statistics,,Statistics
"University of California, Los Angeles",Professor,1043,1983,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Los Angeles",Professor,40,1998,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Los Angeles",Professor,669,1998,Probability theory and stochastic processes,,Probability
"University of California, Los Angeles",Professor,358,2001,Partial differential equations,,PDE
"University of California, Los Angeles",Professor,1472,2005,Partial differential equations,,PDE
"University of California, Los Angeles",Professor,15527,1996,Partial differential equations,,PDE
"University of California, Los Angeles",Professor,381,1998,Partial differential equations,,PDE
"University of California, Los Angeles",Professor,1559,1999,Partial differential equations,,PDE
"University of California, Los Angeles",Professor,5,2006,Other,Fluid Mechanics,Other
"University of California, Los Angeles",Professor,525,1966,"Operations research, mathematical programming","Game theory, economics, social and behavioral sciences",Applied Math
"University of California, Los Angeles",Professor,3804,1988,"Operations research, mathematical programming",,Applied Math
"University of California, Los Angeles",Professor,2219,2005,"Operations research, mathematical programming",,Applied Math
"University of California, Los Angeles",Professor,16774,1966,Numerical analysis,,Computer Science
"University of California, Los Angeles",Professor,114,2009,Numerical analysis,,Computer Science
"University of California, Los Angeles",Professor,629,1971,Number theory,,Number theory
"University of California, Los Angeles",Professor,1563,1978,Number theory,,Number theory
"University of California, Los Angeles",Professor,337,1981,Number theory,,Number theory
"University of California, Los Angeles",Professor,1542,1986,Number theory,,Number theory
"University of California, Los Angeles",Professor,595,1995,Number theory,,Number theory
"University of California, Los Angeles",Professor,135,1997,Number theory,,Number theory
"University of California, Los Angeles",Professor,229,1995,Mathematical logic and foundations,,Logic
"University of California, Los Angeles",Professor,344,2000,Manifolds and cell complexes,,Geometry
"University of California, Los Angeles",Professor,503,2003,Manifolds and cell complexes,,Geometry
"University of California, Los Angeles",Professor,648,2009,"Information and communication, circuits",,Computer Science
"University of California, Los Angeles",Professor,1658,1991,"Information and communication, circuits",,Computer Science
"University of California, Los Angeles",Professor,1478,1994,Group theory and generalizations,,Group theory
"University of California, Los Angeles",Professor,291,2001,"Game theory, economics, social and behavioral sciences",,Applied Math
"University of California, Los Angeles",Professor,935,1987,Functions of a complex variable,,Complex Analysis
"University of California, Los Angeles",Professor,3204,1978,Functional analysis,,Harmonic analysis
"University of California, Los Angeles",Professor,829,1996,Functional analysis,,Harmonic analysis
"University of California, Los Angeles",Professor,3945,1988,Fluid mechanics,Partial differential equations,Applied Math
"University of California, Los Angeles",Professor,178,1985,Fluid mechanics,,Applied Math
"University of California, Los Angeles",Professor,334,2005,Dynamical systems and ergodic theory,,Dynamics
"University of California, Los Angeles",Professor,1141,1969,Differential geometry,Several complex variables and analytic spaces,Geometry
"University of California, Los Angeles",Professor,1676,1987,Differential geometry,,Geometry
"University of California, Los Angeles",Professor,1077,1997,Differential geometry,Manifolds and cell complexes,Geometry
"University of California, Los Angeles",Professor,1058,1965,Combinatorics,,Combinatorics
"University of California, Los Angeles",Professor,977,1990,Combinatorics,,Combinatorics
"University of California, Los Angeles",Professor,874,1999,Category theory; homological algebra,,Algebra
"University of California, Los Angeles",Professor,774,1997,Calculus of variations and optimal control; optimization,,Applied Math
"University of California, Los Angeles",Professor,1444,1990,Calculus of variations and optimal control; optimization,,Applied Math
"University of California, Los Angeles",Professor,77,1972,Biology and other natural sciences,Partial differential equations,Applied Math
"University of California, Los Angeles",Professor,2526,1977,Associative rings and algebras,,Algebra
"University of California, Los Angeles",Professor,594,1963,Algebraic topology,,Algebra
"University of California, Los Angeles",Professor,217,2006,Algebraic topology,,Algebra
"University of California, Los Angeles",Professor,530,1970,Algebraic geometry,,Algebraic Geometry
"University of California, Los Angeles",Professor,928,1989,Algebraic geometry,,Algebraic Geometry
"University of California, Los Angeles",Professor,1371,1992,Algebraic geometry,,Algebraic Geometry
"University of California, Riverside",Professor,325,1973,Several complex variables and analytic spaces,,Complex Analysis
"University of California, Riverside",Professor,626,1986,Several complex variables and analytic spaces,,Complex Analysis
"University of California, Riverside",Professor,656,1994,Quantum Theory,,Mathematical Physics
"University of California, Riverside",Professor,1463,1993,Partial differential equations,,PDE
"University of California, Riverside",Professor,2439,1984,Nonassociative rings and algebras,,Algebra
"University of California, Riverside",Professor,125,1998,Nonassociative rings and algebras,,Algebra
"University of California, Riverside",Professor,381,1968,Manifolds and cell complexes,,Geometry
"University of California, Riverside",Professor,275,1997,Manifolds and cell complexes,,Geometry
"University of California, Riverside",Professor,128,1992,Differential geometry,,Geometry
"University of California, Riverside",Professor,306,2002,Differential geometry,,Geometry
"University of California, Riverside",Professor,2101,1983,Category theory; homological algebra,Nonassociative rings and algebras,Algebra
"University of California, Riverside",Professor,631,1978,Algebraic geometry,,Algebraic Geometry
"University of California, San Diego",Professor,29,1996,Statistics,,Statistics
"University of California, San Diego",Professor,955,1990,Statistics,,Statistics
"University of California, San Diego",Professor,397,2004,Statistics,,Statistics
"University of California, San Diego",Professor,446,2000,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, San Diego",Professor,1087,1992,Several complex variables and analytic spaces,,Complex Analysis
"University of California, San Diego",Professor,208,1986,Relativity and gravitational theory,,Mathematical Physics
"University of California, San Diego",Professor,1290,1980,Probability theory and stochastic processes,,Probability
"University of California, San Diego",Professor,829,1981,Probability theory and stochastic processes,,Probability
"University of California, San Diego",Professor,503,1998,Probability theory and stochastic processes,,Probability
"University of California, San Diego",Professor,261,2006,Probability theory and stochastic processes,,Probability
"University of California, San Diego",Professor,718,1998,Partial differential equations,,PDE
"University of California, San Diego",Professor,491,2001,Partial differential equations,,PDE
"University of California, San Diego",Professor,1622,1972,"Operations research, mathematical programming",,Applied Math
"University of California, San Diego",Professor,840,2000,"Operations research, mathematical programming",,Applied Math
"University of California, San Diego",Professor,2231,1975,Numerical analysis,,Computer Science
"University of California, San Diego",Professor,647,1993,Numerical analysis,,Computer Science
"University of California, San Diego",Professor,802,2000,Numerical analysis,,Computer Science
"University of California, San Diego",Professor,280,2004,Numerical analysis,,Computer Science
"University of California, San Diego",Professor,3036,1974,Number theory,,Number theory
"University of California, San Diego",Professor,163,1996,Number theory,,Number theory
"University of California, San Diego",Professor,1705,1977,Nonassociative rings and algebras,,Algebra
"University of California, San Diego",Professor,1041,1985,Mathematical logic and foundations,,Logic
"University of California, San Diego",Professor,133,2002,Group theory and generalizations,,Group theory
"University of California, San Diego",Professor,769,1986,"Global analysis, analysis on manifolds",,PDE
"University of California, San Diego",Professor,445,2003,"Global analysis, analysis on manifolds",,PDE
"University of California, San Diego",Professor,3,1999,Geometry,,Geometry
"University of California, San Diego",Professor,1000,1985,Functional analysis,Manifolds and cell complexes,Harmonic analysis
"University of California, San Diego",Professor,142,2005,Functional analysis,,Harmonic analysis
"University of California, San Diego",Professor,403,2007,Functional analysis,,Harmonic analysis
"University of California, San Diego",Professor,1776,1985,Differential geometry,,Geometry
"University of California, San Diego",Professor,1653,1998,Differential geometry,,Geometry
"University of California, San Diego",Professor,334,2004,Differential geometry,,Geometry
"University of California, San Diego",Professor,216,1993,Combinatorics,,Combinatorics
"University of California, San Diego",Professor,420,2000,Combinatorics,,Combinatorics
"University of California, San Diego",Professor,235,2002,Associative rings and algebras,,Algebra
"University of California, San Diego",Professor,106,1991,Algebraic geometry,,Algebraic Geometry
"University of California, San Diego",Professor,89,1982,Algebraic geometry,,Algebraic Geometry
"University of California, San Diego",Professor,961,1991,Algebraic geometry,,Algebraic Geometry
"University of California, San Diego",Professor,1260,1994,Algebraic geometry,,Algebraic Geometry
"University of California, San Diego",Professor,199,2005,Algebraic geometry,,Algebraic Geometry
"University of California, Santa Barbara",Professor,177,1999,"Statistical mechanics, structure of matter",,Mathematical Physics
"University of California, Santa Barbara",Professor,273,1981,Partial differential equations,,PDE
"University of California, Santa Barbara",Professor,1301,1981,Partial differential equations,,PDE
"University of California, Santa Barbara",Professor,5918,1983,Partial differential equations,,PDE
"University of California, Santa Barbara",Professor,196,1996,Partial differential equations,,PDE
"University of California, Santa Barbara",Professor,2069,1979,Operator theory,,Harmonic analysis
"University of California, Santa Barbara",Professor,339,1998,Numerical analysis,,Computer Science
"University of California, Santa Barbara",Professor,107,1985,Number theory,,Number theory
"University of California, Santa Barbara",Professor,44,1986,Number theory,,Number theory
"University of California, Santa Barbara",Professor,69,1991,Number theory,,Number theory
"University of California, Santa Barbara",Professor,133,2003,Mechanics of deformable solids,,Applied Math
"University of California, Santa Barbara",Professor,1965,1973,Manifolds and cell complexes,,Geometry
"University of California, Santa Barbara",Professor,1088,1984,Manifolds and cell complexes,,Geometry
"University of California, Santa Barbara",Professor,1019,1987,Manifolds and cell complexes,,Geometry
"University of California, Santa Barbara",Professor,655,1993,Manifolds and cell complexes,,Geometry
"University of California, Santa Barbara",Professor,397,1991,Group theory and generalizations,,Group theory
"University of California, Santa Barbara",Professor,463,1989,"Global analysis, analysis on manifolds",,PDE
"University of California, Santa Barbara",Professor,914,1966,Functional analysis,,Harmonic analysis
"University of California, Santa Barbara",Professor,337,1979,Field theory and polynomials,Number theory,Algebra
"University of California, Santa Barbara",Professor,693,1988,Differential geometry,,Geometry
"University of California, Santa Barbara",Professor,606,1982,Differential geometry,"Global analysis, analysis on manifolds",Geometry
"University of California, Santa Barbara",Professor,3943,1970,Associative rings and algebras,,Algebra
"University of California, Santa Barbara",Professor,643,1975,Associative rings and algebras,,Algebra
"University of California, Santa Barbara",Professor,1487,1980,Algebraic geometry,Quantum theory,Algebraic Geometry
"University of California, Santa Cruz",Professor,504,1968,Several complex variables and analytic spaces,,Complex Analysis
"University of California, Santa Cruz",Professor,482,1994,Operator theory,,Harmonic analysis
"University of California, Santa Cruz",Professor,93,2003,Number theory,Group theory and generalizations,Number theory
"University of California, Santa Cruz",Professor,3030,1986,Nonassociative rings and algebras,,Algebra
"University of California, Santa Cruz",Professor,3,1994,Mathematical logic and foundations,,Logic
"University of California, Santa Cruz",Professor,226,1990,Group theory and generalizations,,Group theory
"University of California, Santa Cruz",Professor,317,1986,"Global analysis, analysis on manifolds",,PDE
"University of California, Santa Cruz",Professor,564,1975,Geometry,Group theory and generalizations,Geometry
"University of California, Santa Cruz",Professor,3223,1979,Differential geometry,,Geometry
"University of California, Santa Cruz",Professor,1551,1984,Differential geometry,,Geometry
"University of California, Santa Cruz",Professor,717,1988,Differential geometry,"Global analysis, analysis on manifolds",Geometry
"University of California, Santa Cruz",Professor,112,1987,Algebraic geometry,,Algebraic Geometry
University of Central Florida,Professor,273,1982,Statistics,,Statistics
University of Central Florida,Professor,3349,1973,Special functions ,,Analysis
University of Central Florida,Professor,501,1989,Partial differential equations,,PDE
University of Central Florida,Professor,372,1992,Partial differential equations,,PDE
University of Central Florida,Professor,431,2003,Partial differential equations,,PDE
University of Central Florida,Professor,279,1985,Partial differential equations,,PDE
University of Central Florida,Professor,394,1971,Ordinary differential equations,,Analysis
University of Central Florida,Professor,1189,1963,Operator theory,,Harmonic analysis
University of Central Florida,Professor,279,1991,Numerical analysis,,Computer Science
University of Central Florida,Professor,355,1992,"Integral transforms, operational calculus",,Analysis
University of Central Florida,Professor,209,1970,General topology,,Geometry
University of Central Florida,Professor,469,1976,Functional analysis,,Harmonic analysis
University of Central Florida,Professor,1585,1986,Fourier analysis,,Harmonic analysis
University of Central Florida,Professor,1101,1991,Fourier analysis,,Harmonic analysis
University of Central Florida,Professor,75,1986,Fluid mechanics,Partial differential equations,Applied Math
University of Central Florida,Professor,40,1977,Fluid mechanics,,Applied Math
University of Central Florida,Professor,315,1978,Fluid mechanics,,Applied Math
University of Central Florida,Professor,88,1984,Commutative rings and algebras,,Algebra
University of Central Florida,Professor,216,1998,Combinatorics,,Combinatorics
University of Central Florida,Professor,30,1988,Combinatorics,,Combinatorics
University of Central Florida,Professor,471,1986,Combinatorics,,Combinatorics
University of Central Florida,Professor,2974,1984,Calculus of variations and optimal control; optimization,Probability theory and stochastic processes,Applied Math
University of Chicago,Professor,1604,1975,"Topological groups, Lie groups",,Lie Groups
University of Chicago,Professor,1303,1988,"Topological groups, Lie groups",,Lie Groups
University of Chicago,Professor,467,1997,"Topological groups, Lie groups",,Lie Groups
University of Chicago,Professor,895,1975,Several complex variables and analytic spaces,,Complex Analysis
University of Chicago,Professor,3532,1978,Several complex variables and analytic spaces,,Complex Analysis
University of Chicago,Professor,3004,1979,Probability theory and stochastic processes,,Probability
University of Chicago,Professor,823,1981,Probability theory and stochastic processes,,Probability
University of Chicago,Professor,11645,1975,Partial differential equations,,PDE
University of Chicago,Professor,4088,1983,Partial differential equations,,PDE
University of Chicago,Professor,1813,1997,Partial differential equations,,PDE
University of Chicago,Professor,2998,2005,Partial differential equations,,PDE
University of Chicago,Professor,384,2010,Partial differential equations,,PDE
University of Chicago,Professor,2025,1968,Numerical analysis,,Computer Science
University of Chicago,Professor,2877,1977,Number theory,Algebraic geometry,Number theory
University of Chicago,Professor,766,1998,Number theory,"Topological groups, Lie groups",Number theory
University of Chicago,Professor,295,2001,Number theory,,Number theory
University of Chicago,Professor,5041,1971,Nonassociative rings and algebras,,Algebra
University of Chicago,Professor,3223,1979,Nonassociative rings and algebras,,Algebra
University of Chicago,Professor,1506,1984,Mathematical logic and foundations,,Logic
University of Chicago,Professor,1110,1999,Mathematical logic and foundations,,Logic
University of Chicago,Professor,1050,1982,Manifolds and cell complexes,,Geometry
University of Chicago,Professor,2072,1992,Manifolds and cell complexes,Group theory and generalizations,Geometry
University of Chicago,Professor,774,1996,Manifolds and cell complexes,,Geometry
University of Chicago,Professor,542,1986,"Global analysis, analysis on manifolds",,PDE
University of Chicago,Professor,279,1996,Functional analysis,,Harmonic analysis
University of Chicago,Professor,1167,1975,Fourier analysis,,Harmonic analysis
University of Chicago,Professor,783,1990,Dynamical systems and ergodic theory,,Dynamics
University of Chicago,Professor,506,2004,Differential geometry,,Geometry
University of Chicago,Professor,2223,1969,Computer science,,Computer Science
University of Chicago,Professor,233,1962,Biology and other natural sciences,,Applied Math
University of Chicago,Professor,4518,1964,Algebraic topology,,Algebra
University of Chicago,Professor,597,1976,Algebraic geometry,,Algebraic Geometry
University of Cincinatti,Professor,41,1986,Statistics,,Statistics
University of Cincinatti,Professor,4,1998,Statistics,,Statistics
University of Cincinatti,Professor,1026,1974,Probability theory and stochastic processes,,Probability
University of Cincinatti,Professor,1273,1984,Partial differential equations,,PDE
University of Cincinatti,Professor,510,2001,Partial differential equations,,PDE
University of Cincinatti,Professor,850,1981,Ordinary differential equations,,Analysis
University of Cincinatti,Professor,352,1975,Operator theory,,Harmonic analysis
University of Cincinatti,Professor,302,1977,Operator theory,,Harmonic analysis
University of Cincinatti,Professor,601,1985,Numerical analysis,,Computer Science
University of Cincinatti,Professor,27,2006,Numerical analysis,,Computer Science
University of Cincinatti,Professor,316,1981,Nonassociative rings and algebras,,Algebra
University of Cincinatti,Professor,342,1993,Nonassociative rings and algebras,,Algebra
University of Cincinatti,Professor,72,2003,Mechanics of deformable solids,,Applied Math
University of Cincinatti,Professor,146,1985,Mathematical logic and foundations,,Logic
University of Cincinatti,Professor,401,1974,Mathematical logic and foundations,,Logic
University of Cincinatti,Professor,180,1983,"Global analysis, analysis on manifolds",,PDE
University of Cincinatti,Professor,267,1984,Functions of a complex variable,,Complex Analysis
University of Cincinatti,Professor,1695,1999,Functional analysis,,Harmonic analysis
University of Cincinatti,Professor,102,1973,Functional analysis,,Harmonic analysis
University of Cincinatti,Professor,578,1988,Functional analysis,,Harmonic analysis
University of Cincinatti,Professor,102,1974,Calculus of variations and optimal control; optimization,,Applied Math
University of Colorado Boulder,Professor,799,1965,Operator theory,,Harmonic analysis
University of Colorado Boulder,Professor,666,1965,Number theory,,Number theory
University of Colorado Boulder,Professor,208,1985,Number theory,,Number theory
University of Colorado Boulder,Professor,167,1988,Number theory,,Number theory
University of Colorado Boulder,Professor,405,1996,Group theory and generalizations,,Group theory
University of Colorado Boulder,Professor,48,1983,"Global analysis, analysis on manifolds",,PDE
University of Colorado Boulder,Professor,355,1994,"Global analysis, analysis on manifolds",,PDE
University of Colorado Boulder,Professor,1622,1998,"Global analysis, analysis on manifolds",,PDE
University of Colorado Boulder,Professor,406,1976,General algebraic systems,,Algebra
University of Colorado Boulder,Professor,415,1988,General algebraic systems,,Algebra
University of Colorado Boulder,Professor,523,1982,Functional analysis,,Harmonic analysis
University of Colorado Boulder,Professor,169,1989,Functional analysis,,Harmonic analysis
University of Colorado Boulder,Professor,66,1996,Differential geometry,,Geometry
University of Colorado Boulder,Professor,170,1970,Abstract harmonic analysis,,Harmonic analysis
University of Colorado Denver,Professor,42,1980,"Operations research, mathematical programming",,Applied Math
University of Colorado Denver,Professor,2205,1981,Numerical analysis,,Computer Science
University of Colorado Denver,Professor,209,2002,Numerical analysis,,Computer Science
University of Colorado Denver,Professor,1205,1980,Combinatorics,,Combinatorics
University of Colorado Denver,Professor,392,1999,Combinatorics,,Combinatorics
University of Colorado Denver,Professor,194,2002,Combinatorics,,Combinatorics
University of Connecticut,Professor,16,2002,Systems theory; control,,Applied Math
University of Connecticut,Professor,0,1977,Statistics,,Statistics
University of Connecticut,Professor,316,1998,Statistics,,Statistics
University of Connecticut,Professor,224,2005,Several complex variables and analytic spaces,,Complex Analysis
University of Connecticut,Professor,159,1992,Probability theory and stochastic processes,,Probability
University of Connecticut,Professor,718,2002,Probability theory and stochastic processes,,Probability
University of Connecticut,Professor,897,1992,Potential theory,Measure and integration,Complex Analysis
University of Connecticut,Professor,684,1989,Partial differential equations,,PDE
University of Connecticut,Professor,2686,1991,Partial differential equations,,PDE
University of Connecticut,Professor,512,1988,Numerical analysis,Linear and multilinear algebra; matrix theory,Computer Science
University of Connecticut,Professor,749,1986,Number theory,,Number theory
University of Connecticut,Professor,230,1999,Nonassociative rings and algebras,,Algebra
University of Connecticut,Professor,286,1998,Mathematical logic and foundations,,Logic
University of Connecticut,Professor,279,1989,"Global analysis, analysis on manifolds",,PDE
University of Connecticut,Professor,301,1996,Calculus of variations and optimal control; optimization,,Applied Math
University of Connecticut,Professor,951,2003,Associative rings and algebras,,Algebra
University of Connecticut,Professor,1684,1978,Associative rings and algebras,,Algebra
University of Delaware,Professor,103,1991,"Statistical mechanics, structure of matter",,Mathematical Physics
University of Delaware,Professor,565,1988,Partial differential equations,,PDE
University of Delaware,Professor,470,2007,Numerical analysis,,Computer Science
University of Delaware,Professor,394,1995,Numerical analysis,Partial differential equations,Computer Science
University of Delaware,Professor,971,1993,Numerical analysis,,Computer Science
University of Delaware,Professor,3852,1983,Numerical analysis,,Computer Science
University of Delaware,Professor,287,1991,Numerical analysis,,Computer Science
University of Delaware,Professor,358,1997,Number theory,,Number theory
University of Delaware,Professor,362,1996,Mechanics of deformable solids,,Applied Math
University of Delaware,Professor,26,1971,Fluid mechanics,,Applied Math
University of Delaware,Professor,316,2001,Fluid mechanics,,Applied Math
University of Delaware,Professor,73,1993,Fluid mechanics,,Applied Math
University of Delaware,Professor,367,2004,Combinatorics,,Combinatorics
University of Delaware,Professor,506,1977,Combinatorics,,Combinatorics
University of Delaware,Professor,663,1990,Combinatorics,,Combinatorics
University of Delaware,Professor,127,1994,Biology and other natural sciences,,Applied Math
University of Florida,Professor,84,1967,Statistics,,Statistics
University of Florida,Professor,8432,1961,Special functions ,Number theory,Analysis
University of Florida,Professor,53,1986,Quantum theory,,Mathematical Physics
University of Florida,Professor,66,1988,Quantum theory,,Mathematical Physics
University of Florida,Professor,135,1978,Probability theory and stochastic processes,,Probability
University of Florida,Professor,933,1985,Operator theory,,Harmonic analysis
University of Florida,Professor,2656,1972,"Operations research, mathematical programming",,Applied Math
University of Florida,Professor,431,1973,Number theory,,Number theory
University of Florida,Professor,387,1987,Number theory,,Number theory
University of Florida,Professor,1197,1984,Number theory,,Number theory
University of Florida,Professor,290,1964,Measure and integration,Fourier analysis,Harmonic analysis
University of Florida,Professor,440,1972,Mathematical logic and foundations,,Logic
University of Florida,Professor,353,1995,Mathematical logic and foundations,,Logic
University of Florida,Professor,1496,1983,"Information and communication, circuits",,Computer Science
University of Florida,Professor,954,1962,"Information and communication, circuits",,Computer Science
University of Florida,Professor,74,1996,Group theory and generalizations,,Group theory
University of Florida,Professor,219,1987,Group theory and generalizations,,Group theory
University of Florida,Professor,461,1981,Group theory and generalizations,,Group theory
University of Florida,Professor,986,1972,"Global analysis, analysis on manifolds",,PDE
University of Florida,Professor,283,1983,"Global analysis, analysis on manifolds",,PDE
University of Florida,Professor,459,1968,General topology,,Geometry
University of Florida,Professor,855,1993,Combinatorics,,Combinatorics
University of Florida,Professor,44,2013,Combinatorics,Group theory and generalizations,Combinatorics
University of Florida,Professor,614,1978,Combinatorics,,Combinatorics
University of Florida,Professor,562,1989,Biology and other natural sciences,,Applied Math
University of Florida,Professor,253,1997,Biology and other natural sciences,,Applied Math
University of Florida,Professor,1411,1978,Algebraic topology,,Algebra
University of Florida,Professor,485,1973,Algebraic topology,,Algebra
University of Georgia,Professor,147,1993,Several complex variables and analytic spaces,,Complex Analysis
